# n=1000000000000000000,k=7,i_requested=2,i_effective=2,j=8,reason=cycle
# count_total=2159,count_divisible=1153,count_non_zero=1006
# count_divisible_k2_or_more=147,gamma=0.12749349522983522
# mean_non_zero=3.481113320079523,var_non_zero=2.8699216233414706,std_non_zero=1.694084302312453,skew_non_zero=0.04474332502922145
# shannon_entropy_non_zero=2.582764715641138,Hmax=2.584962500721156,ratio=0.9991497806720968,delta=0.002197785080018111
# cycle_start=1998 cycle_length=161
step,value,remainder,is_divisible_by_k,k_adic_valuation
1803,34214670,0,1,1
1804,4887810,4,0,0
1805,43990506,0,1,1
1806,6284358,3,0,0
1807,56559384,0,1,1
1808,8079912,1,0,0
1809,72719262,0,1,1
1810,10388466,4,0,0
1811,93496410,0,1,2
1812,13356630,0,1,1
1813,1908090,2,0,0
1814,17172918,0,1,1
1815,2453274,5,0,0
1816,22079736,0,1,1
1817,3154248,6,0,0
1818,28388556,0,1,1
1819,4055508,2,0,0
1820,36499680,0,1,1
1821,5214240,3,0,0
1822,46928322,0,1,1
1823,6704046,6,0,0
1824,60336738,0,1,2
1825,8619534,0,1,1
1826,1231362,6,0,0
1827,11082582,0,1,1
1828,1583226,1,0,0
1829,14249088,0,1,1
1830,2035584,5,0,0
1831,18320526,0,1,1
1832,2617218,2,0,0
1833,23555070,0,1,1
1834,3365010,5,0,0
1835,30285360,0,1,1
1836,4326480,4,0,0
1837,38938536,0,1,2
1838,5562648,0,1,1
1839,794664,3,0,0
1840,7152138,0,1,2
1841,1021734,0,1,1
1842,145962,5,0,0
1843,1313928,0,1,1
1844,187704,6,0,0
1845,1689660,0,1,1
1846,241380,6,0,0
1847,2172744,0,1,1
1848,310392,5,0,0
1849,2793798,0,1,1
1850,399114,2,0,0
1851,3592134,0,1,1
1852,513162,6,0,0
1853,4618782,0,1,1
1854,659826,6,0,0
1855,5938758,0,1,1
1856,848394,1,0,0
1857,7635600,0,1,1
1858,1090800,4,0,0
1859,9817416,0,1,1
1860,1402488,3,0,0
1861,12622554,0,1,1
1862,1803222,1,0,0
1863,16229052,0,1,1
1864,2318436,1,0,0
1865,20865978,0,1,1
1866,2980854,2,0,0
1867,26827794,0,1,2
1868,3832542,0,1,1
1869,547506,1,0,0
1870,4927608,0,1,1
1871,703944,3,0,0
1872,6335658,0,1,1
1873,905094,1,0,0
1874,8145900,0,1,1
1875,1163700,6,0,0
1876,10473624,0,1,1
1877,1496232,3,0,0
1878,13466250,0,1,1
1879,1923750,3,0,0
1880,17313912,0,1,1
1881,2473416,1,0,0
1882,22260798,0,1,2
1883,3180114,0,1,1
1884,454302,2,0,0
1885,4088826,0,1,1
1886,584118,3,0,0
1887,5257224,0,1,1
1888,751032,2,0,0
1889,6759396,0,1,1
1890,965628,6,0,0
1891,8690976,0,1,1
1892,1241568,6,0,0
1893,11174436,0,1,1
1894,1596348,5,0,0
1895,14367402,0,1,1
1896,2052486,2,0,0
1897,18472482,0,1,1
1898,2638926,3,0,0
1899,23750496,0,1,2
1900,3392928,0,1,1
1901,484704,3,0,0
1902,4362498,0,1,1
1903,623214,4,0,0
1904,5609142,0,1,1
1905,801306,2,0,0
1906,7211862,0,1,1
1907,1030266,6,0,0
1908,9272718,0,1,1
1909,1324674,1,0,0
1910,11922120,0,1,1
1911,1703160,4,0,0
1912,15328656,0,1,1
1913,2189808,5,0,0
1914,19708542,0,1,1
1915,2815506,1,0,0
1916,25339608,0,1,1
1917,3619944,6,0,0
1918,32579820,0,1,1
1919,4654260,2,0,0
1920,41888448,0,1,1
1921,5984064,2,0,0
1922,53856684,0,1,2
1923,7693812,0,1,1
1924,1099116,4,0,0
1925,9892260,0,1,1
1926,1413180,6,0,0
1927,12718944,0,1,1
1928,1816992,2,0,0
1929,16353036,0,1,1
1930,2336148,3,0,0
1931,21025494,0,1,1
1932,3003642,5,0,0
1933,27033048,0,1,1
1934,3861864,6,0,0
1935,34757100,0,1,1
1936,4965300,4,0,0
1937,44687916,0,1,1
1938,6383988,2,0,0
1939,57456000,0,1,1
1940,8208000,3,0,0
1941,73872162,0,1,1
1942,10553166,1,0,0
1943,94978548,0,1,1
1944,13568364,5,0,0
1945,122115546,0,1,3
1946,17445078,0,1,2
1947,2492154,0,1,1
1948,356022,2,0,0
1949,3204306,0,1,3
1950,457758,0,1,2
1951,65394,0,1,1
1952,9342,4,0,0
1953,84294,0,1,1
1954,12042,2,0,0
1955,108486,0,1,2
1956,15498,0,1,1
1957,2214,2,0,0
1958,20034,0,1,1
1959,2862,6,0,0
1960,26082,0,1,1
1961,3726,2,0,0
1962,33642,0,1,1
1963,4806,4,0,0
1964,43470,0,1,1
1965,6210,1,0,0
1966,55944,0,1,1
1967,7992,5,0,0
1968,72198,0,1,1
1969,10314,3,0,0
1970,92988,0,1,1
1971,13284,5,0,0
1972,119826,0,1,1
1973,17118,3,0,0
1974,154224,0,1,1
1975,22032,3,0,0
1976,198450,0,1,2
1977,28350,0,1,1
1978,4050,4,0,0
1979,36666,0,1,1
1980,5238,2,0,0
1981,47250,0,1,1
1982,6750,2,0,0
1983,60858,0,1,2
1984,8694,0,1,1
1985,1242,3,0,0
1986,11340,0,1,1
1987,1620,3,0,0
1988,14742,0,1,1
1989,2106,6,0,0
1990,19278,0,1,1
1991,2754,3,0,0
1992,24948,0,1,1
1993,3564,1,0,0
1994,32130,0,1,1
1995,4590,5,0,0
1996,41580,0,1,1
1997,5940,4,0,0
1998,53676,0,1,1
1999,7668,3,0,0
2000,69174,0,1,1
2001,9882,5,0,0
2002,89208,0,1,1
2003,12744,4,0,0
2004,114912,0,1,1
2005,16416,1,0,0
2006,147798,0,1,1
2007,21114,2,0,0
2008,190134,0,1,1
2009,27162,2,0,0
2010,244566,0,1,1
2011,34938,1,0,0
2012,314496,0,1,1
2013,44928,2,0,0
2014,404460,0,1,1
2015,57780,2,0,0
2016,520128,0,1,1
2017,74304,6,0,0
2018,669060,0,1,1
2019,95580,2,0,0
2020,860328,0,1,1
2021,122904,5,0,0
2022,1106406,0,1,1
2023,158058,5,0,0
2024,1422792,0,1,1
2025,203256,4,0,0
2026,1829520,0,1,1
2027,261360,1,0,0
2028,2352294,0,1,3
2029,336042,0,1,2
2030,48006,0,1,1
2031,6858,5,0,0
2032,61992,0,1,1
2033,8856,1,0,0
2034,79758,0,1,1
2035,11394,5,0,0
2036,102816,0,1,1
2037,14688,2,0,0
2038,132300,0,1,2
2039,18900,0,1,1
2040,2700,5,0,0
2041,24570,0,1,1
2042,3510,3,0,0
2043,31752,0,1,2
2044,4536,0,1,1
2045,648,4,0,0
2046,6048,0,1,1
2047,864,3,0,0
2048,7938,0,1,2
2049,1134,0,1,1
2050,162,1,0,0
2051,1512,0,1,1
2052,216,6,0,0
2053,2268,0,1,1
2054,324,2,0,0
2055,3024,0,1,1
2056,432,5,0,0
2057,4158,0,1,1
2058,594,6,0,0
2059,5670,0,1,1
2060,810,5,0,0
2061,7560,0,1,1
2062,1080,2,0,0
2063,9828,0,1,1
2064,1404,4,0,0
2065,12852,0,1,1
2066,1836,2,0,0
2067,16632,0,1,1
2068,2376,3,0,0
2069,21546,0,1,1
2070,3078,5,0,0
2071,27972,0,1,1
2072,3996,6,0,0
2073,36288,0,1,1
2074,5184,4,0,0
2075,46872,0,1,1
2076,6696,4,0,0
2077,60480,0,1,1
2078,8640,2,0,0
2079,77868,0,1,1
2080,11124,1,0,0
2081,100170,0,1,1
2082,14310,2,0,0
2083,128898,0,1,1
2084,18414,4,0,0
2085,165942,0,1,1
2086,23706,4,0,0
2087,213570,0,1,1
2088,30510,4,0,0
2089,274806,0,1,1
2090,39258,2,0,0
2091,353430,0,1,1
2092,50490,6,0,0
2093,454734,0,1,1
2094,64962,2,0,0
2095,584766,0,1,2
2096,83538,0,1,1
2097,11934,6,0,0
2098,107730,0,1,1
2099,15390,4,0,0
2100,138726,0,1,1
2101,19818,1,0,0
2102,178416,0,1,1
2103,25488,1,0,0
2104,229446,0,1,1
2105,32778,4,0,0
2106,295218,0,1,1
2107,42174,6,0,0
2108,379890,0,1,1
2109,54270,6,0,0
2110,488754,0,1,1
2111,69822,4,0,0
2112,628614,0,1,1
2113,89802,6,0,0
2114,808542,0,1,1
2115,115506,6,0,0
2116,1039878,0,1,2
2117,148554,0,1,1
2118,21222,5,0,0
2119,191268,0,1,1
2120,27324,3,0,0
2121,246078,0,1,2
2122,35154,0,1,1
2123,5022,3,0,0
2124,45360,0,1,1
2125,6480,5,0,0
2126,58590,0,1,1
2127,8370,5,0,0
2128,75600,0,1,1
2129,10800,6,0,0
2130,97524,0,1,1
2131,13932,2,0,0
2132,125496,0,1,1
2133,17928,1,0,0
2134,161406,0,1,2
2135,23058,0,1,1
2136,3294,4,0,0
2137,29862,0,1,1
2138,4266,3,0,0
2139,38556,0,1,1
2140,5508,6,0,0
2141,49896,0,1,1
2142,7128,2,0,0
2143,64260,0,1,1
2144,9180,3,0,0
2145,82782,0,1,1
2146,11826,3,0,0
2147,106596,0,1,1
2148,15228,3,0,0
2149,137214,0,1,1
2150,19602,2,0,0
2151,176526,0,1,1
2152,25218,4,0,0
2153,227178,0,1,1
2154,32454,2,0,0
2155,292194,0,1,1
2156,41742,1,0,0
2157,375732,0,1,2
2158,53676,0,1,1
